(other),0
Turkey,1
Switzerland,10
Ethiopia,100
Congo - Kinshasa,101
Maldives,102
Turkmenistan,103
Mauritius,104
Somalia,105
Sudan,106
Côte d’Ivoire,107
Ecuador,108
Dominican Republic,109
Canada,11
Peru,110
Uganda,111
New Zealand,112
Bangladesh,12
Pakistan,13
Iraq,14
Saudi Arabia,15
China,16
Portugal,17
India,18
Romania,19
United States,2
Israel,20
Austria,21
Belgium,22
United Arab Emirates,23
Poland,24
Sweden,25
Azerbaijan,26
Georgia,27
Venezuela,28
Ireland,29
Germany,3
Ukraine,30
Cyprus,31
Colombia,32
Lebanon,33
Hungary,34
Kuwait,35
Czechia,36
Mexico,37
Uzbekistan,38
Kazakhstan,39
United Kingdom,4
Egypt,40
Japan,41
Bulgaria,42
South Africa,43
Jordan,44
South Korea,45
Denmark,46
Norway,47
Iran,48
Malaysia,49
Russia,5
Indonesia,50
Nigeria,51
Qatar,52
Myanmar (Burma),53
Brazil,54
Australia,55
Singapore,56
Greece,57
Morocco,58
Algeria,59
France,6
Thailand,60
Lithuania,61
Finland,62
Cameroon,63
Bahrain,64
Moldova,65
Philippines,66
Estonia,67
Belarus,68
Oman,69
Italy,7
Panama,70
Mongolia,71
Latvia,72
Hong Kong,73
Serbia,74
Argentina,75
Malta,76
Kyrgyzstan,77
Slovenia,78
Taiwan,79
Netherlands,8
Tunisia,80
Bosnia & Herzegovina,81
Kenya,82
Croatia,83
Albania,84
North Macedonia,85
Sri Lanka,86
Montenegro,87
Ghana,88
Luxembourg,89
Spain,9
Vietnam,90
Slovakia,91
Nepal,92
Kosovo,93
Senegal,94
Tanzania,95
Syria,96
Afghanistan,97
Mali,98
Libya,99
