(other),0
Turkey,1
Switzerland,10
Mali,100
Libya,101
Somalia,102
Sudan,103
Afghanistan,104
Uganda,105
Peru,106
Côte d’Ivoire,107
Syria,108
New Zealand,109
Canada,11
Turkmenistan,110
Ecuador,111
Palestine,112
Chile,113
Iceland,114
Tajikistan,115
Dominican Republic,116
Angola,117
Cuba,118
Mauritania,119
Pakistan,12
Benin,120
Gabon,121
Costa Rica,122
(not set),123
Gambia,124
Zambia,125
Rwanda,126
Armenia,127
Sierra Leone,128
Burkina Faso,129
Saudi Arabia,13
Niger,130
Guatemala,131
Guinea,132
Seychelles,133
Uruguay,134
Cambodia,135
Congo - Brazzaville,136
Djibouti,137
Puerto Rico,138
South Sudan,139
India,14
Yemen,140
Bolivia,141
El Salvador,142
Haiti,143
Monaco,144
Chad,145
Andorra,146
Mozambique,147
Honduras,148
Bermuda,149
Israel,15
Belize,150
Madagascar,151
Laos,152
Bahamas,153
Togo,154
Nicaragua,155
Macao,156
Jamaica,157
New Caledonia,158
Paraguay,159
United Arab Emirates,16
Zimbabwe,160
Gibraltar,161
Isle of Man,162
Trinidad & Tobago,163
Brunei,164
British Virgin Islands,165
Bhutan,166
Liechtenstein,167
Jersey,168
Réunion,169
Austria,17
Liberia,170
Guam,171
Namibia,172
Guyana,173
Botswana,174
Guernsey,175
Malawi,176
Western Sahara,177
Cayman Islands,178
Cape Verde,179
Belgium,18
Barbados,180
Faroe Islands,181
Burundi,182
Suriname,183
Curaçao,184
Fiji,185
Papua New Guinea,186
San Marino,187
Equatorial Guinea,188
Eswatini,189
Iraq,19
Northern Mariana Islands,190
Aruba,191
Guadeloupe,192
Martinique,193
Guinea-Bissau,194
Central African Republic,195
Antigua & Barbuda,196
Timor-Leste,197
Sint Maarten,198
Marshall Islands,199
United States,2
Portugal,20
Eritrea,200
U.S. Virgin Islands,201
French Polynesia,202
Lesotho,203
Nauru,204
Mayotte,205
Greenland,206
St. Vincent & Grenadines,207
Grenada,208
French Guiana,209
Sweden,21
St. Kitts & Nevis,210
St. Martin,211
St. Lucia,212
Turks & Caicos Islands,213
Vanuatu,214
Comoros,215
American Samoa,216
Caribbean Netherlands,217
Dominica,218
Palau,219
China,22
North Korea,220
Micronesia,221
Svalbard & Jan Mayen,222
St. Barthélemy,223
São Tomé & Príncipe,224
Antarctica,225
St. Helena,226
Anguilla,227
Samoa,228
Cook Islands,229
Bangladesh,23
Wallis & Futuna,230
Solomon Islands,231
Falkland Islands (Islas Malvinas),232
Tonga,233
Vatican City,234
British Indian Ocean Territory,235
St. Pierre & Miquelon,236
Norfolk Island,237
Åland Islands,238
Kiribati,239
Ireland,24
South Georgia & South Sandwich Islands,240
Montserrat,241
Christmas Island,242
,243
Niue,244
Tokelau,245
Pitcairn Islands,246
Tuvalu,247
U.S. Outlying Islands,248
Romania,25
Azerbaijan,26
Poland,27
Georgia,28
Cyprus,29
Germany,3
Ukraine,30
South Korea,31
Kazakhstan,32
Japan,33
Egypt,34
Denmark,35
Kuwait,36
Norway,37
Venezuela,38
Lebanon,39
United Kingdom,4
Mexico,40
Malaysia,41
Colombia,42
South Africa,43
Iran,44
Indonesia,45
Hungary,46
Nigeria,47
Czechia,48
Bulgaria,49
Russia,5
Brazil,50
Qatar,51
Jordan,52
Greece,53
Singapore,54
Australia,55
Thailand,56
Uzbekistan,57
Morocco,58
Finland,59
France,6
Philippines,60
Algeria,61
Lithuania,62
Bahrain,63
Hong Kong,64
Argentina,65
Serbia,66
Tunisia,67
Oman,68
Malta,69
Italy,7
Taiwan,70
Cameroon,71
Mongolia,72
Latvia,73
Myanmar (Burma),74
Moldova,75
Kyrgyzstan,76
Estonia,77
Slovenia,78
Belarus,79
Netherlands,8
Croatia,80
Bosnia & Herzegovina,81
Kenya,82
Panama,83
North Macedonia,84
Albania,85
Ghana,86
Vietnam,87
Luxembourg,88
Montenegro,89
Spain,9
Tanzania,90
Kosovo,91
Slovakia,92
Nepal,93
Senegal,94
Maldives,95
Sri Lanka,96
Mauritius,97
Ethiopia,98
Congo - Kinshasa,99
